categories,employmentTypes,metadata_expiryDate,metadata_isPostedOnBehalf,metadata_jobPostId,metadata_newPostingDate,metadata_originalPostingDate,metadata_repostCount,metadata_totalNumberJobApplication,metadata_totalNumberOfView,minimumYearsExperience,numberOfVacancies,occupationId,positionLevels,postedCompany_name,salary_maximum,salary_minimum,salary_type,status_id,status_jobStatus,title
"[{""id"":35,""category"":""Sales / Retail""}]",Part Time,25/7/2023,FALSE,MCF-2023-0169711,25/6/2023,3/3/2023,2,16,276,1,2,,Executive,LS CREATIVO MARKETING (S) PTE. LTD.,1280,480,Monthly,0,Re-open,Part time Corporate sales specialist
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":14,""category"":""Events / Promotions""}]",Temporary,8/5/2023,FALSE,MCF-2023-0274511,8/4/2023,8/4/2023,0,2,55,0,1,,Non-executive,RECRUITPEDIA PTE. LTD.,1100,1000,Monthly,0,Closed,Admin Assistant (Science Industry) / End of Year Contract / Part time / Central / Global MNC
"[{""id"":6,""category"":""Building and Construction""}]",Permanent,8/5/2023,FALSE,MCF-2023-0089015,8/4/2023,3/2/2023,2,4,183,2,2,,Executive,TALENT TRADER GROUP PTE. LTD.,4200,3500,Monthly,0,Closed,"Steel Civil Drafter, (MNC/Central)"
"[{""id"":10,""category"":""Education and Training""}]",Full Time,19/7/2023,FALSE,MCF-2023-0274434,19/6/2023,8/4/2023,1,20,245,1,2,,Professional,LCENTRAL (YISHUN) PTE. LTD.,5500,3500,Monthly,0,Re-open,Early Literacy English Teacher - Yishun
"[{""id"":8,""category"":""Customer Service""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274453,8/4/2023,8/4/2023,0,2,38,1,1,,Junior Executive,SEARCH PERSONNEL PRIVATE LIMITED,4000,3000,Monthly,0,Closed,Sales Executive (B2B /Jewelry Industry/Cold Calling) - Basic + Commission of Up to $4000 or more
"[{""id"":6,""category"":""Building and Construction""},{""id"":11,""category"":""Engineering""},{""id"":17,""category"":""General Work""},{""id"":41,""category"":""Others""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274565,8/4/2023,8/4/2023,0,0,33,1,1,,Non-executive,RECRUIT LYNC PTE. LTD.,3000,2200,Monthly,0,Closed,(C)  Lift Technical Specialist - [Testing & Installation]
"[{""id"":11,""category"":""Engineering""},{""id"":41,""category"":""Others""}]",Permanent,8/5/2023,FALSE,MCF-2023-0183734,8/4/2023,8/3/2023,1,25,380,5,1,,Senior Executive,HITACHI AQUA-TECH ENGINEERING PTE. LTD.,7000,4800,Monthly,0,Closed,Senior Process Engineer (Water Treatment)
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":20,""category"":""Human Resources""}]",Temporary,8/5/2023,FALSE,MCF-2023-0274533,8/4/2023,8/4/2023,0,0,32,0,1,,Fresh/entry level,RECRUITPEDIA PTE. LTD.,1000,600,Monthly,0,Closed,Spring/Summer Internship (East)
"[{""id"":35,""category"":""Sales / Retail""}]",Full Time,22/4/2023,FALSE,MCF-2023-0274553,8/4/2023,8/4/2023,0,3,38,8,1,,Non-executive,H M HUSSAIN,4800,3800,Monthly,0,Closed,Senior Sales Executive
"[{""id"":20,""category"":""Human Resources""}]",Permanent,8/6/2023,FALSE,MCF-2023-0274230,9/5/2023,8/4/2023,1,17,183,2,2,,Executive,THE LENTOR RESIDENCE PTE LTD,3800,2500,Monthly,0,Closed,Human Resource Executive (Nursing Home) - West Coast
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274497,8/4/2023,8/4/2023,0,8,186,1,1,,Non-executive,APP SYSTEMS SERVICES PTE. LTD.,2500,1800,Monthly,0,Closed,Receptionist
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":11,""category"":""Engineering""},{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":25,""category"":""Manufacturing""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274545,8/4/2023,8/4/2023,0,2,76,2,1,,Executive,AEON SEARCH CONSULTING PTE. LTD.,4500,3500,Monthly,0,Closed,ACCOUNTS RECEIVABLE EXEC/ UP TO $4.5K/NORTH-EAST
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Temporary,8/5/2023,FALSE,MCF-2023-0274520,8/4/2023,8/4/2023,0,0,21,2,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,2500,2200,Monthly,0,Closed,Finance Assistant / Global MNC / 6 Months Contract /  Central
"[{""id"":8,""category"":""Customer Service""},{""id"":35,""category"":""Sales / Retail""}]",Full Time,19/5/2023,FALSE,MCF-2023-0274501,5/5/2023,8/4/2023,2,4,107,2,2,,Executive,OVAS (SINGAPORE) PTE. LTD.,5000,2500,Monthly,0,Closed,Retail and Project Sales Associate
"[{""id"":21,""category"":""Information Technology""}]",Full Time,22/4/2023,TRUE,MCF-2023-0274556,8/4/2023,8/4/2023,0,0,16,7,2,,Professional,VVV EMPLOYMENT AGENCY,8700,5000,Monthly,0,Closed,Senior Network Specialist
"[{""id"":11,""category"":""Engineering""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274515,8/4/2023,8/4/2023,0,0,23,5,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,7000,5000,Monthly,0,Closed,E&I Engineer/ Water Treatment MNC (Offshore)
"[{""id"":28,""category"":""Personal Care / Beauty""}]",Permanent,8/5/2023,TRUE,MCF-2023-0274444,8/4/2023,8/4/2023,0,0,34,5,3,,Professional,57 EMPLOYMENT AGENCY PTE. LTD.,5000,3000,Monthly,0,Closed,HAIR STYLIST/ HAIRDRESSER
"[{""id"":8,""category"":""Customer Service""},{""id"":26,""category"":""Marketing / Public Relations""},{""id"":35,""category"":""Sales / Retail""}]",Full Time,23/5/2023,FALSE,MCF-2023-0274504,9/5/2023,8/4/2023,1,16,212,2,1,,Senior Executive,OVAS (SINGAPORE) PTE. LTD.,6000,3000,Monthly,0,Closed,Sales Manager
"[{""id"":38,""category"":""Social Services""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274495,8/4/2023,8/4/2023,0,18,212,2,1,,Executive,Wicare Support Group,3000,2590,Monthly,0,Closed,Programme Executive
"[{""id"":6,""category"":""Building and Construction""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274608,8/4/2023,8/4/2023,0,0,29,2,2,,Non-executive,TALENT TRADER GROUP PTE. LTD.,4500,3500,Monthly,0,Closed,"Repair Coordinator, Machinery #MNC"
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":36,""category"":""Sciences / Laboratory / R&D""}]",Temporary,15/4/2023,FALSE,MCF-2023-0274512,8/4/2023,8/4/2023,0,4,49,0,1,,Fresh/entry level,RECRUITPEDIA PTE. LTD.,2000,1800,Monthly,0,Closed,Lab Admin Assistant (No experience needed - Training Provided) (1 Year Contract) / Global MNC
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":6,""category"":""Building and Construction""},{""id"":8,""category"":""Customer Service""},{""id"":11,""category"":""Engineering""},{""id"":26,""category"":""Marketing / Public Relations""}]",Full Time,22/4/2023,FALSE,MCF-2023-0274584,8/4/2023,8/4/2023,0,34,298,5,1,,Middle Management,USL ENGINEERING (S) PTE. LTD.,4500,3000,Monthly,0,Closed,ADMIN
"[{""id"":7,""category"":""Consulting""},{""id"":23,""category"":""Legal""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274449,8/4/2023,8/4/2023,0,2,57,0,3,,Fresh/entry level,TRUST RECRUIT PTE. LTD.,6000,5000,Monthly,0,Closed,Lawyer (Central/ Advocate & Solicitor/ Law Firm/ Training provided) CSY
"[{""id"":8,""category"":""Customer Service""},{""id"":27,""category"":""Medical / Therapy Services""},{""id"":28,""category"":""Personal Care / Beauty""}]",Full Time,22/4/2023,FALSE,MCF-2022-0978921,8/4/2023,13/12/2022,1,2,64,0,5,,Fresh/entry level,SEASONS GLOW PTE. LTD.,4500,2600,Monthly,0,Closed,spa therapist
"[{""id"":15,""category"":""F&B""},{""id"":19,""category"":""Hospitality""}]",Full Time,8/5/2023,FALSE,MCF-2023-0056432,8/4/2023,20/1/2023,2,1,68,3,3,,Junior Executive,BRAWN & BRAINS COFFEE PTE. LTD.,3600,2800,Monthly,0,Closed,CHEF
"[{""id"":6,""category"":""Building and Construction""},{""id"":11,""category"":""Engineering""},{""id"":17,""category"":""General Work""},{""id"":43,""category"":""Precision Engineering""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274567,8/4/2023,8/4/2023,0,2,32,1,1,,Non-executive,RECRUIT LYNC PTE. LTD.,3000,2000,Monthly,0,Closed,(C)  Lift Maintenance Specialist - LIFT INDUSTRY/ISLANDWIDE
"[{""id"":21,""category"":""Information Technology""}]",Contract,22/4/2023,FALSE,MCF-2023-0274362,8/4/2023,8/4/2023,0,11,194,6,3,,Senior Executive,TECHEMERGE SOLUTIONS PTE. LTD.,9000,7000,Monthly,0,Closed,Business Analyst
"[{""id"":15,""category"":""F&B""}]",Part Time,8/5/2023,FALSE,MCF-2023-0066070,8/4/2023,27/1/2023,2,4,100,1,12,,Junior Executive,BONCHON SINGAPORE PTE. LTD.,2700,1500,Monthly,0,Closed,Urgently F&B Dining Crew @ Wisma Atria
"[{""id"":21,""category"":""Information Technology""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274619,8/4/2023,8/4/2023,0,2,64,2,1,,Senior Executive,TRUST RECRUIT PTE. LTD.,6500,4000,Monthly,0,Closed,"System Engineer ( Infrastructure , Nutanix , VMware , vSphere , Hyper-V , VLAN ) - URGENT HIRING!!!"
"[{""id"":35,""category"":""Sales / Retail""},{""id"":42,""category"":""Wholesale Trade""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274499,8/4/2023,8/4/2023,0,41,265,3,1,,Senior Executive,BAYES RECRUITMENT PTE. LTD.,8000,4000,Monthly,0,Closed,Grains Trader
"[{""id"":10,""category"":""Education and Training""}]",Contract,8/5/2023,FALSE,MCF-2023-0274445,8/4/2023,8/4/2023,0,11,146,1,3,,Non-executive,ST ANDREW'S MISSION HOSPITAL,2600,1800,Monthly,0,Closed,Teacher Aide
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Temporary,8/5/2023,FALSE,MCF-2023-0274523,8/4/2023,8/4/2023,0,1,27,5,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,4500,3500,Monthly,0,Closed,Accounts Executive / Global MNC  / 1 Year Renewable Contract / East / SAP + Completion Bonus
"[{""id"":2,""category"":""Admin / Secretarial""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274493,8/4/2023,8/4/2023,0,329,1748,1,1,,Junior Executive,KMP PRIVATE LTD,3200,2500,Monthly,0,Closed,Admin Support
"[{""id"":8,""category"":""Customer Service""},{""id"":35,""category"":""Sales / Retail""},{""id"":41,""category"":""Others""}]",Contract,8/5/2023,FALSE,MCF-2023-0274451,8/4/2023,8/4/2023,0,3,39,3,2,,Senior Executive,PERSOLKELLY SINGAPORE PTE. LTD.,4500,3000,Monthly,0,Closed,Brand ambassador | Up $4500 + Bonus | B2C Sales | Somerset ~
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Permanent,8/5/2023,FALSE,MCF-2023-0176152,8/4/2023,6/3/2023,1,6,148,2,1,,Manager,THE LENTOR RESIDENCE PTE LTD,6000,4000,Monthly,0,Closed,Nurse Manager (Nursing Home - West Coast)
"[{""id"":4,""category"":""Architecture / Interior Design""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274463,8/4/2023,8/4/2023,0,1,40,1,2,,Junior Executive,SEARCH PERSONNEL PRIVATE LIMITED,4000,2800,Monthly,0,Closed,Showroom Sales Executive (High-End Designer Furniture Showroom/Passion For Interior Design/Styling) - Basic + UNCAPPED COMMISSION
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274577,8/4/2023,8/4/2023,0,5,102,0,2,,Fresh/entry level,RADUGA PTE LTD,2700,2000,Monthly,0,Closed,"Logistic Assistant, Central, Near 2 MRTs"
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Temporary,8/5/2023,FALSE,MCF-2023-0274517,8/4/2023,8/4/2023,0,2,36,5,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,5000,4500,Monthly,0,Closed,Buyer / 1 Year Contract / Oil & Gas MNC / Project
"[{""id"":15,""category"":""F&B""}]",Permanent,10/6/2023,FALSE,MCF-2023-0113094,11/5/2023,12/2/2023,2,0,27,1,8,,Professional,BONCHON SINGAPORE PTE. LTD.,3000,2000,Monthly,0,Closed,F&B Management Trainee @ PLQ Mall
"[{""id"":11,""category"":""Engineering""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274516,8/4/2023,8/4/2023,0,0,22,5,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,7000,5000,Monthly,0,Closed,E&I Engineer/ Water Treatment MNC (Offshore) / 1 Year Contract
"[{""id"":21,""category"":""Information Technology""}]",Contract,22/4/2023,FALSE,MCF-2023-0274420,8/4/2023,8/4/2023,0,0,36,8,3,,Senior Executive,QUANTUM INFOTECH SOLUTIONS PTE. LTD.,10000,7500,Monthly,0,Closed,Technical Lead
"[{""id"":21,""category"":""Information Technology""}]",Contract,22/4/2023,FALSE,MCF-2023-0274437,8/4/2023,8/4/2023,0,9,147,6,3,,Senior Executive,QUANTUM INFOTECH SOLUTIONS PTE. LTD.,9000,7000,Monthly,0,Closed,Business Analyst
"[{""id"":15,""category"":""F&B""}]",Part Time,8/5/2023,FALSE,MCF-2023-0066064,8/4/2023,27/1/2023,2,1,82,1,10,,Junior Executive,BONCHON SINGAPORE PTE. LTD.,2700,1500,Monthly,0,Closed,Urgently F&B Dining Crew @ PLQ MALL
"[{""id"":15,""category"":""F&B""}]",Part Time,8/5/2023,FALSE,MCF-2023-0274551,8/4/2023,8/4/2023,0,0,45,2,2,,Non-executive,NUTRACO FOODS PTE. LTD.,2800,2000,Monthly,0,Closed,Kitchen Crew
"[{""id"":21,""category"":""Information Technology""}]",Contract,22/4/2023,FALSE,MCF-2023-0274355,8/4/2023,8/4/2023,0,2,44,8,3,,Senior Executive,TECHEMERGE SOLUTIONS PTE. LTD.,12000,8000,Monthly,0,Closed,Technical Lead
"[{""id"":19,""category"":""Hospitality""}]",Full Time,16/6/2023,FALSE,MCF-2023-0228863,17/5/2023,22/3/2023,2,14,236,2,4,,Non-executive,UOL CLAYMORE INVESTMENT PTE. LTD.,2200,1800,Monthly,0,Closed,Guest Service Ambassador (Pool & Gym)
"[{""id"":4,""category"":""Architecture / Interior Design""},{""id"":6,""category"":""Building and Construction""},{""id"":7,""category"":""Consulting""},{""id"":9,""category"":""Design""},{""id"":32,""category"":""Real Estate / Property Management""}]",Contract,8/5/2023,FALSE,MCF-2023-0274472,8/4/2023,8/4/2023,0,6,111,0,2,,Fresh/entry level,SCRATCH PTE. LTD.,5000,3000,Monthly,0,Closed,Project Manager (Interior and small builds)
"[{""id"":11,""category"":""Engineering""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274513,8/4/2023,8/4/2023,0,2,41,5,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,6000,4500,Monthly,0,Closed,Piping Engineer/Water Treatment MNC / South
"[{""id"":15,""category"":""F&B""}]",Part Time,8/5/2023,FALSE,MCF-2023-0274549,8/4/2023,8/4/2023,0,0,47,1,2,,Non-executive,NUTRACO FOODS PTE. LTD.,2200,1800,Monthly,0,Closed,Service Crew
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Contract,8/5/2023,FALSE,MCF-2023-0274611,8/4/2023,8/4/2023,0,10,164,2,1,,Executive,REN CI HOSPITAL,4100,2700,Monthly,0,Closed,"Executive, Clinical Operations"
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274454,8/4/2023,8/4/2023,0,11,89,1,3,,Junior Executive,TRUST RECRUIT PTE. LTD.,3200,2500,Monthly,0,Closed,Customer Service Executive (Central/ Front desk/ Good benefit) Up to 3.2K CSY
"[{""id"":2,""category"":""Admin / Secretarial""}]",Temporary,8/5/2023,FALSE,MCF-2023-0274510,8/4/2023,8/4/2023,0,4,70,0,1,,Junior Executive,RECRUITPEDIA PTE. LTD.,3000,2800,Monthly,0,Closed,Admin Officer / No Experience Required / 6 Months Contract (Convertible) / Central / Global MNC
"[{""id"":15,""category"":""F&B""}]",Permanent,10/6/2023,FALSE,MCF-2023-0113093,11/5/2023,12/2/2023,2,0,49,1,8,,Professional,BONCHON SINGAPORE PTE. LTD.,3000,2000,Monthly,0,Closed,F&B Management Trainee @ Wisma Atria
"[{""id"":4,""category"":""Architecture / Interior Design""},{""id"":35,""category"":""Sales / Retail""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274455,8/4/2023,8/4/2023,0,1,45,1,1,,Junior Executive,SEARCH PERSONNEL PRIVATE LIMITED,4000,3000,Monthly,0,Closed,Sales Executive (High-End Designer Furniture / Interior Design / Office Hours) - Up to $4000 or more!!!
"[{""id"":15,""category"":""F&B""}]",Permanent,10/6/2023,FALSE,MCF-2023-0113098,11/5/2023,12/2/2023,2,0,59,1,8,,Professional,BONCHON SINGAPORE PTE. LTD.,3000,2000,Monthly,0,Closed,F&B Management Trainee @ Hillion Mall
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,22/4/2023,FALSE,MCF-2023-0274470,8/4/2023,8/4/2023,0,13,99,6,2,,Senior Management,SWARNAM INTERNATIONAL TRADING PTE. LTD.,10000,6000,Monthly,0,Closed,Manager
"[{""id"":15,""category"":""F&B""}]",Part Time,12/6/2023,FALSE,MCF-2023-0166414,13/5/2023,2/3/2023,2,13,298,1,2,,Non-executive,BRAWN & BRAINS COFFEE PTE. LTD.,15,12,Monthly,0,Closed,Part Time Dishwasher
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""}]",Temporary,8/5/2023,FALSE,MCF-2023-0274518,8/4/2023,8/4/2023,0,0,24,0,1,,Fresh/entry level,RECRUITPEDIA PTE. LTD.,2500,2000,Monthly,0,Closed,FP&A Assistant / No Experience Required / Oil & Gas MNC / West / 1 Year Contract
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""},{""id"":10,""category"":""Education and Training""},{""id"":20,""category"":""Human Resources""},{""id"":26,""category"":""Marketing / Public Relations""}]",Contract,8/5/2023,FALSE,MCF-2023-0274578,8/4/2023,8/4/2023,0,2,59,0,4,,Fresh/entry level,MINDFLEX EDUCATION PTE. LTD.,1200,1000,Monthly,0,Closed,Operations & Marketing Intern (FUN Environment)
"[{""id"":11,""category"":""Engineering""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274550,8/4/2023,8/4/2023,0,6,70,4,1,,Fresh/entry level,RANDSTAD PTE. LIMITED,3800,1800,Monthly,0,Closed,Service Technician (Industrial Equipment) Class 3 driving
"[{""id"":24,""category"":""Logistics / Supply Chain""}]",Temporary,8/5/2023,FALSE,MCF-2023-0274531,8/4/2023,8/4/2023,0,2,28,5,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,5000,4500,Monthly,0,Closed,Buyer / 1 Year Contract / Oil & Gas MNC / Project
"[{""id"":15,""category"":""F&B""}]",Part Time,10/6/2023,FALSE,MCF-2023-0113104,11/5/2023,12/2/2023,2,4,131,1,6,,Senior Executive,BONCHON SINGAPORE PTE. LTD.,3200,1500,Monthly,0,Closed,Kitchen Team @ ALICE Mediapolis Buona Vista
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":8,""category"":""Customer Service""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274595,8/4/2023,8/4/2023,0,3,55,1,1,,Junior Executive,MYREPUBLIC BROADBAND PTE. LTD.,2200,2000,Monthly,0,Closed,Customer Retention Officer
"[{""id"":15,""category"":""F&B""}]",Part Time,8/5/2023,FALSE,MCF-2023-0066073,8/4/2023,27/1/2023,2,1,134,1,12,,Junior Executive,BONCHON SINGAPORE PTE. LTD.,2700,1500,Monthly,0,Closed,Urgently F&B Dining Crew @ HIllion Mall
"[{""id"":38,""category"":""Social Services""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274539,8/4/2023,8/4/2023,0,6,136,1,2,,Executive,CHINESE DEVELOPMENT ASSISTANCE COUNCIL,1,1,Monthly,0,Closed,Executive or Senior Executive (Family and Worker Support)
"[{""id"":11,""category"":""Engineering""},{""id"":13,""category"":""Environment / Health""}]",Permanent,22/4/2023,FALSE,MCF-2023-0274585,8/4/2023,8/4/2023,0,27,216,8,1,,Senior Management,MAVENSIDE CONSULTING PTE. LTD.,15000,12000,Monthly,0,Closed,Senior Project Manager
"[{""id"":21,""category"":""Information Technology""}]",Contract,22/4/2023,FALSE,MCF-2023-0274377,8/4/2023,8/4/2023,0,2,55,5,5,,Senior Executive,TECHEMERGE SOLUTIONS PTE. LTD.,9000,7000,Monthly,0,Closed,Senior Software Engineer
"[{""id"":2,""category"":""Admin / Secretarial""}]",Full Time,22/4/2023,FALSE,MCF-2023-0274488,8/4/2023,8/4/2023,0,4,37,8,3,,Manager,SWARNAM INTERNATIONAL TRADING PTE. LTD.,5000,3000,Monthly,0,Closed,Senior Supervisor
"[{""id"":6,""category"":""Building and Construction""}]",Full Time,8/5/2023,FALSE,MCF-2022-0869413,8/4/2023,8/11/2022,1,2,375,3,2,,Professional,3J CONSTRUCTION (S) PTE. LTD.,3500,3000,Monthly,0,Closed,ACMV SITE ENGINEER
"[{""id"":6,""category"":""Building and Construction""}]",Permanent,10/7/2023,FALSE,MCF-2023-0274589,10/6/2023,8/4/2023,2,7,117,2,2,,Senior Executive,TALENT TRADER GROUP PTE. LTD.,7500,4500,Monthly,0,Re-open,Senior Site Engineer - MRT/LTA
"[{""id"":1,""category"":""Accounting / Auditing / Taxation""},{""id"":11,""category"":""Engineering""},{""id"":24,""category"":""Logistics / Supply Chain""},{""id"":25,""category"":""Manufacturing""},{""id"":29,""category"":""Professional Services""}]",Permanent,8/5/2023,FALSE,MCF-2023-0274544,8/4/2023,8/4/2023,0,7,100,2,1,,Senior Executive,AEON SEARCH CONSULTING PTE. LTD.,4500,3500,Monthly,0,Closed,ACCOUNTS PAYABLE EXEC / UP TO $4.5K / NORTHEAST
"[{""id"":18,""category"":""Healthcare / Pharmaceutical""}]",Contract,8/5/2023,FALSE,MCF-2023-0274435,8/4/2023,8/4/2023,0,3,44,3,6,,Senior Executive,TRUST RECRUIT PTE. LTD.,4000,3000,Monthly,0,Closed,Staff Nurse (Outdoor Environment/ Rotating shift) Up to 4K with VB CSY
"[{""id"":15,""category"":""F&B""}]",Permanent,8/5/2023,TRUE,MCF-2023-0274452,8/4/2023,8/4/2023,0,1,34,5,3,,Executive,57 EMPLOYMENT AGENCY PTE. LTD.,5000,3000,Monthly,0,Closed,CHEF
"[{""id"":21,""category"":""Information Technology""}]",Contract,22/4/2023,FALSE,MCF-2023-0274350,8/4/2023,8/4/2023,0,0,62,5,5,,Senior Executive,TECHEMERGE SOLUTIONS PTE. LTD.,9000,7000,Monthly,0,Closed,Senior Software Engineer
"[{""id"":35,""category"":""Sales / Retail""}]",Part Time,15/6/2023,FALSE,MCF-2023-0274503,16/5/2023,8/4/2023,1,37,794,1,2,,Executive,SILVER ROC PTE. LTD.,2000,1200,Monthly,0,Closed,Ecommerce Operations Analyst (Part-Time & Remote)
"[{""id"":41,""category"":""Others""}]",Permanent,22/4/2023,FALSE,MCF-2023-0274586,8/4/2023,8/4/2023,0,18,131,2,1,,Manager,MAVENSIDE CONSULTING PTE. LTD.,9000,7000,Monthly,0,Closed,Business Development Manager
"[{""id"":6,""category"":""Building and Construction""}]",Permanent,8/5/2023,FALSE,MCF-2023-0088994,8/4/2023,3/2/2023,2,4,91,2,2,,Executive,TALENT TRADER GROUP PTE. LTD.,7500,4500,Monthly,0,Closed,"PE Site Assignee, MRT/MNC/A1/MAINCON"
"[{""id"":35,""category"":""Sales / Retail""}]",Full Time,15/6/2023,FALSE,MCF-2023-0274502,16/5/2023,8/4/2023,1,32,310,1,2,,Manager,SILVER ROC PTE. LTD.,5000,3000,Monthly,0,Closed,Ecommerce Operations Analyst / Manager
"[{""id"":2,""category"":""Admin / Secretarial""},{""id"":10,""category"":""Education and Training""},{""id"":20,""category"":""Human Resources""},{""id"":26,""category"":""Marketing / Public Relations""},{""id"":41,""category"":""Others""}]",Contract,8/5/2023,FALSE,MCF-2023-0274579,8/4/2023,8/4/2023,0,4,64,0,4,,Fresh/entry level,MINDFLEX EDUCATION PTE. LTD.,3500,2500,Monthly,0,Closed,IMMEDIATE HIRING Full-Time Tuition Coordinator (Fun Environment) #SGUnitedJobs
"[{""id"":8,""category"":""Customer Service""}]",Contract,22/4/2023,FALSE,MCF-2023-0274527,8/4/2023,8/4/2023,0,2,36,2,1,,Senior Executive,RECRUITPEDIA PTE. LTD.,4000,3000,Monthly,0,Closed,Concierge Receptionist at East / 1 Year / Shift Hours
"[{""id"":28,""category"":""Personal Care / Beauty""}]",Full Time,25/5/2023,FALSE,MCF-2023-0225090,25/4/2023,21/3/2023,2,2,85,2,5,,Executive,FUCHANGSHUN,4000,3000,Monthly,0,Closed,Massage Therapist
"[{""id"":21,""category"":""Information Technology""}]",Full Time,8/5/2023,FALSE,MCF-2023-0274546,8/4/2023,8/4/2023,0,1,166,2,3,,Executive,MAC SYNC TECHNOLOGY,3000,2000,Monthly,0,Closed,Computer Technician
